TITLE =STREAMLINES 
VARIABLES= X,Y,PSI
ZONE T=BLOCK I=128 J=128,F=POINT
0.000000	0.000000	0.000000
0.007874	0.000000	0.000000
0.015748	0.000000	0.000000
0.023622	0.000000	0.000000
0.031496	0.000000	0.000000
0.039370	0.000000	0.000000
0.047244	0.000000	0.000000
0.055118	0.000000	0.000000
0.062992	0.000000	0.000000
0.070866	0.000000	0.000000
0.078740	0.000000	0.000000
0.086614	0.000000	0.000000
0.094488	0.000000	0.000000
0.102362	0.000000	0.000000
0.110236	0.000000	0.000000
0.118110	0.000000	0.000000
0.125984	0.000000	0.000000
0.133858	0.000000	0.000000
0.141732	0.000000	0.000000
0.149606	0.000000	0.000000
0.157480	0.000000	0.000000
0.165354	0.000000	0.000000
0.173228	0.000000	0.000000
0.181102	0.000000	0.000000
0.188976	0.000000	0.000000
0.196850	0.000000	0.000000
0.204724	0.000000	0.000000
0.212598	0.000000	0.000000
0.220472	0.000000	0.000000
0.228346	0.000000	0.000000
0.236220	0.000000	0.000000
0.244094	0.000000	0.000000
0.251969	0.000000	0.000000
0.259843	0.000000	0.000000
0.267717	0.000000	0.000000
0.275591	0.000000	0.000000
0.283465	0.000000	0.000000
0.291339	0.000000	0.000000
0.299213	0.000000	0.000000
0.307087	0.000000	0.000000
0.314961	0.000000	0.000000
0.322835	0.000000	0.000000
0.330709	0.000000	0.000000
0.338583	0.000000	0.000000
0.346457	0.000000	0.000000
0.354331	0.000000	0.000000
0.362205	0.000000	0.000000
0.370079	0.000000	0.000000
0.377953	0.000000	0.000000
0.385827	0.000000	0.000000
0.393701	0.000000	0.000000
0.401575	0.000000	0.000000
0.409449	0.000000	0.000000
0.417323	0.000000	0.000000
0.425197	0.000000	0.000000
0.433071	0.000000	0.000000
0.440945	0.000000	0.000000
0.448819	0.000000	0.000000
0.456693	0.000000	0.000000
0.464567	0.000000	0.000000
0.472441	0.000000	0.000000
0.480315	0.000000	0.000000
0.488189	0.000000	0.000000
0.496063	0.000000	0.000000
0.503937	0.000000	0.000000
0.511811	0.000000	0.000000
0.519685	0.000000	0.000000
0.527559	0.000000	0.000000
0.535433	0.000000	0.000000
0.543307	0.000000	0.000000
0.551181	0.000000	0.000000
0.559055	0.000000	0.000000
0.566929	0.000000	0.000000
0.574803	0.000000	0.000000
0.582677	0.000000	0.000000
0.590551	0.000000	0.000000
0.598425	0.000000	0.000000
0.606299	0.000000	0.000000
0.614173	0.000000	0.000000
0.622047	0.000000	0.000000
0.629921	0.000000	0.000000
0.637795	0.000000	0.000000
0.645669	0.000000	0.000000
0.653543	0.000000	0.000000
0.661417	0.000000	0.000000
0.669291	0.000000	0.000000
0.677165	0.000000	0.000000
0.685039	0.000000	0.000000
0.692913	0.000000	0.000000
0.700787	0.000000	0.000000
0.708661	0.000000	0.000000
0.716535	0.000000	0.000000
0.724409	0.000000	0.000000
0.732283	0.000000	0.000000
0.740157	0.000000	0.000000
0.748031	0.000000	0.000000
0.755906	0.000000	0.000000
0.763780	0.000000	0.000000
0.771654	0.000000	0.000000
0.779528	0.000000	0.000000
0.787402	0.000000	0.000000
0.795276	0.000000	0.000000
0.803150	0.000000	0.000000
0.811024	0.000000	0.000000
0.818898	0.000000	0.000000
0.826772	0.000000	0.000000
0.834646	0.000000	0.000000
0.842520	0.000000	0.000000
0.850394	0.000000	0.000000
0.858268	0.000000	0.000000
0.866142	0.000000	0.000000
0.874016	0.000000	0.000000
0.881890	0.000000	0.000000
0.889764	0.000000	0.000000
0.897638	0.000000	0.000000
0.905512	0.000000	0.000000
0.913386	0.000000	0.000000
0.921260	0.000000	0.000000
0.929134	0.000000	0.000000
0.937008	0.000000	0.000000
0.944882	0.000000	0.000000
0.952756	0.000000	0.000000
0.960630	0.000000	0.000000
0.968504	0.000000	0.000000
0.976378	0.000000	0.000000
0.984252	0.000000	0.000000
0.992126	0.000000	0.000000
1.000000	0.000000	0.000000
0.000000	0.007874	0.000000
0.007874	0.007874	0.000000
0.015748	0.007874	0.000000
0.023622	0.007874	0.000000
0.031496	0.007874	0.000001
0.039370	0.007874	0.000001
0.047244	0.007874	0.000001
0.055118	0.007874	0.000001
0.062992	0.007874	0.000002
0.070866	0.007874	0.000002
0.078740	0.007874	0.000002
0.086614	0.007874	0.000002
0.094488	0.007874	0.000001
0.102362	0.007874	0.000001
0.110236	0.007874	0.000001
0.118110	0.007874	0.000001
0.125984	0.007874	0.000000
0.133858	0.007874	-0.000000
0.141732	0.007874	-0.000001
0.149606	0.007874	-0.000001
0.157480	0.007874	-0.000002
0.165354	0.007874	-0.000003
0.173228	0.007874	-0.000003
0.181102	0.007874	-0.000004
0.188976	0.007874	-0.000005
0.196850	0.007874	-0.000006
0.204724	0.007874	-0.000007
0.212598	0.007874	-0.000007
0.220472	0.007874	-0.000008
0.228346	0.007874	-0.000009
0.236220	0.007874	-0.000011
0.244094	0.007874	-0.000012
0.251969	0.007874	-0.000013
0.259843	0.007874	-0.000014
